id_pos,amount,avg_daily_savings_normalized,time_saving_coef_normalized,matched_score_normalized,active_days_coef_normalized,lat,lng,dynamic_score
2395,200.0,0.0040218470705,0.0,0.3333333333333333,1.3571,19.3758399,-99.1013662,635.9249348500583
2413,0.0,0.0825113263804,0.3816810822798848,0.3333333333333333,1.0,-34.5799401,-58.4238129,283.20236455539026
2403,0.0,0.0370538051819,0.7056997116877357,1.0,0.2857,19.173773,-96.1342241,427.51687502760217
2405,0.0,0.0947616683217,0.7391882900864939,1.0,0.0714,19.173773,-96.1342241,456.14510876816377
2407,0.0,0.1216981132075,0.7391882900864939,1.0,0.1429,19.173773,-96.1342241,415.66072355037375
2390,0.0,0.0124128769356,0.6653359946773121,1.0,3.6429,19.173773,-96.1342241,622.4183849457324
2404,0.0,0.0025752241239,0.7391882900864939,0.0,0.5,17.4483024,-95.4306899,200.89054877535375
2409,0.0,0.3294020801756,0.8008427589265912,1.0,0.7857,19.173773,-96.1342241,680.1347693897882
2414,0.0,0.1497875360329,0.3045021068973164,0.3333333333333333,3.3571,-34.5682259,-58.4484741,537.9038670175515
2416,,0.0444010431948,0.6267465069860279,0.0,0.2143,19.3692064,-99.0396278,448.5531714721156
2419,100.0,0.0742425351607,0.7003770237303171,0.3333333333333333,0.7857,4.619369,-74.1742841,470.2134427660117
2425,49.0,1.9052479869601,0.9099578620536704,0.0,0.7857,20.9083344,-99.9306243,1490.6181116703292
2435,49.0,0.2966058589871,0.7713461964958972,0.0,0.5714,21.0293689,-99.7429533,527.6321850258744
2434,49.0,0.2885410294604,0.7624750499001995,0.0,0.7857,20.8507605,-99.8974206,827.8384401885199
2452,250.0,1.4351826686876,0.8777999556442673,0.3333333333333333,0.9286,20.826498,-102.5919728,1316.9156988950567
2367,,0.2680199654294,0.6047904191616769,0.0,0.3571,-27.4559632,-59.0224756,408.6472182959654
2445,100.0,0.0352401522675,0.8480816145486805,0.0,2.2857,19.5884817,-99.0153999,546.3553692375611
2464,,30.9996701189106,0.4752716788644933,0.0,0.7143,4.1424997,-73.6423231,35519.346077267866
2456,,,0.7391882900864939,1.0,0.0714,-27.4668252,-58.8331049,
2485,100.0,0.0450010344257,0.391439343535152,0.0,1.0714,19.5882366,-99.0407335,312.69338073214544
2484,100.0,0.0584571996028,0.6398314482146816,0.0,2.0,20.6412711,-100.4504505,422.7787393504963
2486,150.0,0.0396377484588,0.6098913284542027,0.0,5.4286,6.2329477,-75.6287702,786.9442756332006
2488,100.0,0.1475529625952,0.8110445775116435,0.3333333333333333,2.2143,24.0248409,-104.6608131,834.7568943749021
2489,50.0,0.0,0.0,0.3333333333333333,0.2857,24.1443394,-110.3187161,61.903333333333336
2493,150.0,0.0037383952892,0.7391882900864939,0.0,0.2143,5.8775466,-71.8968952,189.3946520541388
2233,,1.6511576777029,0.7391882900864939,0.0,0.1429,-27.4870672,-58.8031746,1164.3000013205035
2230,,0.6226650363635,0.657130184076292,0.0,0.7857,-27.4578264,-58.7051637,697.4518077665834
2499,,0.0090353635661,0.6930583277888667,0.0,0.1429,20.9306654,-89.5707636,463.9689538188184
2502,100.0,0.164470490343,0.6249722776668887,1.0,5.0,-34.6177692,-58.3796192,854.3912020803778
2231,,0.9237788185969,0.6522510534486583,1.0,0.8571,-27.4682786,-58.8303353,978.0216413017866
2505,100.0,0.0409483614697,0.5544466622310933,0.0,0.3571,19.8060397,-99.1505814,238.35166347628365
2506,100.0,0.0396665011586,0.5544466622310933,0.0,0.7857,19.7112172,-98.972843,318.4037159534887
2487,,0.0743013197911,0.6336216455976935,1.0,0.0714,-34.5940713,-58.404513,314.8465505651837
2509,150.0,0.081725714362,0.6653359946773121,0.0,0.2143,4.8533029,-74.075523,293.0827410530124
2516,,0.3566472194638,0.4752716788644933,1.0,0.7143,19.7001044,-101.1730178,460.28760505625866
